StartDate,EndDate,Progress,Duration_sec,Finished,RecordedDate,ResponseId,lat,long,distn,lang,USCit,Adult18,SA_accuse,SA_victim,LEO_you,LEO_family,Felon,MTurkID,VictimThinkKelly,TimeAttack,KellyPunchOut,KellyTimeDrive,InitialVerdict,InitialChances,InitialHighChances,InitialLowChances,SecondaryVerdict,SecondaryChances,SecondaryHighChances,SecondaryLowChances,UnderstoodEvidence,RMPEstimate,FrameEstimate,ErrorEstimate,Age,Gender,Educ,Income,MathStat,ConclusionsData,AbilityEvidence,NativeEnglish,CrimeVictim,Juror,SupportDP,KnowSciMeth,KnowForSci,PoliticalSpectrum,PoliticalParty,PoliticalParty2,ConfirmSubmit,mTurkCode,TreatmentGroup,EvidenceType,Strength,DefenseFallacy,FactorsAnalyst,Greater50Kelly,Implicates,KellyCouldveLeftEvid,KellyMoreLikely,NotOnlyKelly,ProsecuteFallacy,RMP,RMPTimesKelly,AgeGroup,CensusEdCat,IncomeFctr
7/21/17 8:03,7/21/17 8:11,100,481,TRUE,7/21/17 8:11,R_SNtwRX70jBsV5Wp,42.32409668,-83.71130371,anonymous,EN,Yes,Yes,No,No,No,No,No,AJY6J33X1KJNP,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 million that he is guilty,"About 1 chance in 10,000 that he is guilty",Impossible that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 100 that he is guilty,Impossible that he is guilty,"
	I understood completely
	7
","1 chance in 1,000",1 chance in 1 million,1 chance in 100,29,Male,Received a masters degree,"$40-$60,000","High school courses,A college course in statistics",Moderately Confident,Moderately Confident,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,Very Conservative,None,NA,NA,71908,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Advanced degree,"$40,000 to $100,000"
7/21/17 8:26,7/21/17 8:46,100,1201,TRUE,7/21/17 8:46,R_87I4BPCgHzM6rjr,39.0249939,-75.46109772,anonymous,EN,Yes,Yes,No,No,No,No,No,A3VOSFN1XRFF01,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty","
	I understood completely
	7
",1 chance in 10,"1 chance in 10,000",1 chance in 100,37,Female,Received a masters degree,"$80-$100,000","High school courses,A college course in statistics,A college course in calculus",&nbsp;,&nbsp;,Yes,No,No,No,Somewhat knowledgeable,&nbsp;,&nbsp;,Democrat,NA,NA,59647,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(34,44]",Advanced degree,"$40,000 to $100,000"
7/21/17 8:41,7/21/17 9:08,100,1645,TRUE,7/21/17 9:08,R_22KUdSWn02Kg0fm,39.14720154,-94.57350159,anonymous,EN,Yes,Yes,No,No,No,No,No,A28G4QO0DRY8OZ,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 9,999 chances in 10,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 that he is guilty,"About 999 chances in 1,000 that he is guilty",6,1 chance in 100,"1 chance in 1,000",1 chance in 10,42,Female,Graduated from high school/ Received GED,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,Very Liberal,Democrat,NA,NA,82121,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence supports this statement.,"(34,44]",High school graduate,"$20,000 to $40,000"
7/21/17 8:54,7/21/17 9:10,100,925,TRUE,7/21/17 9:10,R_3JyL6kBWWkvrOTl,35.20939636,-89.79319763,anonymous,EN,Yes,Yes,No,No,No,No,No,A2P065E9CYMYJL,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,"About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 100 that he is guilty,5,1 chance in 100,"1 chance in 1,000",1 chance in 100,30,Male,Graduated from high school/ Received GED,"$40-$60,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,81811,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",High school graduate,"$40,000 to $100,000"
7/21/17 9:06,7/21/17 9:25,100,1165,TRUE,7/21/17 9:25,R_AdttY6OhebNNcB3,30.83329773,-83.28029633,anonymous,EN,Yes,Yes,No,No,No,No,No,A2WUQGSG1LUJG0,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 100,000 that he is guilty",Not Guilty,"About 1 chance in 1,000 that he is guilty",About 1 chance in 100 that he is guilty,"About 1 chance in 10,000 that he is guilty",5,"1 chance in 1,000","1 chance in 10,000","1 chance in 10,000",31,Female,Some college courses,"$40-$60,000","High school courses,A college course in statistics",&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,Somewhat knowledgeable,&nbsp;,Democrat,NA,NA,87971,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/21/17 9:35,7/21/17 9:52,100,1013,TRUE,7/21/17 9:52,R_3j2jQzKwSHNWvdQ,28.88409424,-81.23480225,anonymous,EN,Yes,Yes,No,No,No,No,No,A2FE6HDHREXIJ5,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,"About 1 chance in 1,000 that he is guilty",One chance in 2 that he is guilty,Guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,One chance in 2 that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 100,1 chance in 100,34,Female,Some college courses,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,Yes,Somewhat knowledgeable,&nbsp;,Moderate,None,NA,NA,24284,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/21/17 9:55,7/21/17 10:15,100,1254,TRUE,7/21/17 10:15,R_aUVw4wIazipiOFr,32.76730347,-96.62470245,anonymous,EN,Yes,Yes,No,No,No,No,No,A3N0QZ9ZKUCTCQ,No,00:30:00,00:15:00,30 minutes,Not Guilty,One chance in 2 that he is guilty,About 9 chances in 10 that he is guilty,About 1 chance in 10 that he is guilty,Not Guilty,About 9 chances in 10 that he is guilty,About 9 chances in 10 that he is guilty,One chance in 2 that he is guilty,"
	I understood completely
	7
",1 chance in 1 million,1 chance in 10 million,1 chance in 100,28,Male,Graduated from a four year college or university,"$20-$40,000","High school courses,A college course in statistics,A college course in logic or inference",&nbsp;,&nbsp;,Yes,No,No,Yes,&nbsp;,&nbsp;,&nbsp;,Republican,NA,NA,24345,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
7/21/17 10:07,7/21/17 10:20,100,789,TRUE,7/21/17 10:20,R_yOLJdKEHXeoJWwh,35.73869324,-82.05480194,anonymous,EN,Yes,Yes,No,No,No,No,No,AYCHPTQRYDT7G,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 100,000 that he is guilty","About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,Not Guilty,About 1 chance in 100 that he is guilty,"About 1 chance in 1,000 that he is guilty",About 9 chances in 10 that he is guilty,"
	I understood completely
	7
","1 chance in 100,000",1 chance in 1 million,"1 chance in 1,000",46,Female,Graduated from a four year college or university,"More than $120,000",A college course in statistics,Extremely Confident,Extremely Confident,Yes,No,No,Yes,Extremely knowledgeable,&nbsp;,Very Liberal,American Independent,NA,NA,98047,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(44,54]",Bachelor's degree,"Over $100,000"
7/21/17 11:13,7/21/17 11:31,100,1077,TRUE,7/21/17 11:31,R_3fT6juWWvaYC3XH,35.81809998,-78.56359863,anonymous,EN,Yes,Yes,No,No,No,No,No,A13V6ZYVF3A7EW,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 1 million that he is guilty,Guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,About 1 chance in 10 that he is guilty,6,"1 chance in 1,000","1 chance in 1,000","1 chance in 10,000",33,Male,Graduated from community college,"$40-$60,000",High school courses,Moderately Confident,Moderately Confident,Yes,No,Yes,No,&nbsp;,Somewhat knowledgeable,Moderate,American Independent,NA,NA,65996,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Some college or associate degree,"$40,000 to $100,000"
7/21/17 12:38,7/21/17 12:59,100,1267,TRUE,7/21/17 12:59,R_3oQQgbenAsARdrX,41.69720459,-71.98819733,anonymous,EN,Yes,Yes,No,No,No,No,No,A1A7P5LC80G47W,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 1 million that he is guilty,About 1 chance in 100 that he is guilty,About 1 chance in 10 million that he is guilty,Not Guilty,"About 1 chance in 10,000 that he is guilty",About 1 chance in 10 that he is guilty,About 1 chance in 10 million that he is guilty,"
	I understood completely
	7
",1 chance in 100,1 chance in 10 million,"1 chance in 1,000",34,Male,Technical or vocational training,"$20-$40,000",High school courses,&nbsp;,&nbsp;,Yes,No,No,No,&nbsp;,&nbsp;,&nbsp;,None,NA,NA,76038,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(24,34]",Some college or associate degree,"$20,000 to $40,000"
7/21/17 13:05,7/21/17 13:20,100,925,TRUE,7/21/17 13:20,R_2dnXO92neFoc1rR,35.38319397,-119.2272034,anonymous,EN,Yes,Yes,No,No,No,No,No,A2581F7TDPAMBQ,No,00:30:00,00:15:00,30 minutes,Not Guilty,"About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty","About 1 chance in 1,000 that he is guilty",Not Guilty,About 1 chance in 100 that he is guilty,About 1 chance in 100 that he is guilty,"About 1 chance in 1,000 that he is guilty",6,1 chance in 100,1 chance in 10,"1 chance in 1,000",36,Female,Graduated from a four year college or university,"$60-$80,000",A college course in statistics,&nbsp;,&nbsp;,Yes,No,Yes,Yes,Somewhat knowledgeable,&nbsp;,&nbsp;,None,NA,NA,72873,"E: moderate, finger",Finger,Mod,The fingerprint evidence does not support this statement.,all of the above,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence does not support this statement.,1 in 100,The fingerprint evidence does not support this statement.,"(34,44]",Bachelor's degree,"$40,000 to $100,000"
7/21/17 14:24,7/21/17 14:33,100,504,TRUE,7/21/17 14:33,R_1KllEX5vfDP4Fqg,27.73210144,-97.38469696,anonymous,EN,Yes,Yes,No,No,No,No,No,A2HR7ZIX42FEPG,No,00:30:00,00:15:00,30 minutes,Not Guilty,About 1 chance in 10 that he is guilty,One chance in 2 that he is guilty,Impossible that he is guilty,Not Guilty,One chance in 2 that he is guilty,One chance in 2 that he is guilty,About 1 chance in 100 that he is guilty,"
	I understood completely
	7
",1 chance in 10 million,1 chance in 10,"1 chance in 100,000",29,Female,Some graduate courses,"$20-$40,000",A college course in statistics,Moderately Confident,Moderately Confident,Yes,No,No,Yes,Extremely knowledgeable,Somewhat knowledgeable,Very Liberal,Democrat,NA,NA,90805,"E: moderate, finger",Finger,Mod,The fingerprint evidence supports this statement.,the chances of two people having consistent fingerprints,The fingerprint evidence does not support this statement.,The fingerprint evidence does not support this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,The fingerprint evidence supports this statement.,1 in 100,The fingerprint evidence supports this statement.,"(24,34]",Bachelor's degree,"$20,000 to $40,000"
